ORDER_ID,ORDER_DATE,PRODUCT_ID,CUSTOMER_ID,QUANTITY,PRICE,PAYMENT_STATUS,DAYS_TO_PAY,PRODUCT,UNIT_COST,LISTED_PRICE,GROSS_PROFIT,TOTAL_COGS,GROSS_MARGIN
16991,9/18/2025,663,490,1,$618.61,PAID,9,Surgical Supplies,$468.78,$671.02,$149.83,$468.78,24.22%
16992,8/22/2024,510,177,1,$338.07,PAID,16,Surgical Supplies,$255.30,$341.41,$82.77,$255.30,24.48%
16993,11/11/2024,671,101,197,$497.44,PAID,19,Personal Protective Equipment,$1.94,$2.71,$115.26,$382.18,23.17%
16994,4/25/2025,625,201,2,$459.47,PAID,54,Surgical Supplies,$169.64,$253.23,$120.19,$339.28,26.16%
16995,3/1/2025,680,154,420,$536.84,DENIED,,Personal Protective Equipment,$0.92,$1.30,$150.44,$386.40,28.02%
16996,9/20/2025,649,498,36,"$2,441.77",PAID,17,Lab Equipment,$47.06,$76.52,$747.61,"$1,694.16",30.62%
16997,3/9/2024,627,406,31,"$1,661.04",PAID,48,Diagnostics,$36.22,$59.80,$538.22,"$1,122.82",32.40%
16998,12/4/2024,592,318,1,$582.27,PAID,58,Surgical Supplies,$367.87,$596.86,$214.40,$367.87,36.82%
16999,9/4/2024,534,181,20,"$1,252.86",PAID,35,Diagnostics,$52.34,$71.97,$206.06,"$1,046.80",16.45%
17000,3/21/2025,551,366,199,"$2,378.03",DENIED,,Patient Care,$7.86,$13.04,$813.89,"$1,564.14",34.23%
17000,3/21/2025,551,366,199,"$2,378.03",DENIED,,Patient Care,$7.86,$13.04,$813.89,"$1,564.14",34.23%
17001,9/10/2025,590,125,43,"$3,486.08",DENIED,,Diagnostics,$57.87,$82.38,$997.67,"$2,488.41",28.62%
17002,12/2/2025,673,149,495,$896.06,PAID,50,Personal Protective Equipment,$1.21,$2.03,$297.11,$598.95,33.16%
17003,1/26/2024,679,579,221,"$2,512.21",DENIED,,Personal Protective Equipment,$8.77,$12.53,$574.04,"$1,938.17",22.85%
17004,5/2/2025,599,556,84,$162.24,OVERDUE,,Patient Care,$1.25,$2.07,$57.24,$105.00,35.28%
17005,7/9/2025,633,629,160,$591.04,PAID,2,Personal Protective Equipment,$2.59,$3.84,$176.64,$414.40,29.89%
17006,4/11/2025,538,643,36,"$3,202.97",PAID,24,Lab Equipment,$70.97,$102.23,$648.05,"$2,554.92",20.23%
17007,2/19/2025,645,534,1,$288.19,PAID,5,Surgical Supplies,$209.15,$329.51,$79.04,$209.15,27.43%
17008,4/5/2025,639,306,12,$306.38,PAID,3,Lab Equipment,$20.92,$28.29,$55.34,$251.04,18.06%
17009,3/19/2025,601,533,4,"$2,002.69",PAID,23,Surgical Supplies,$344.49,$577.36,$624.73,"$1,377.96",31.19%
17010,8/13/2025,519,348,38,"$1,608.83",PAID,49,Diagnostics,$36.56,$48.52,$219.55,"$1,389.28",13.65%
17011,7/22/2024,603,118,465,"$3,123.82",PAID,40,Personal Protective Equipment,$4.00,$6.73,"$1,263.82","$1,860.00",40.46%
17012,6/18/2025,508,579,375,"$3,431.35",PAID,2,Patient Care,$6.17,$10.04,"$1,117.60","$2,313.75",32.57%
17013,6/23/2025,575,412,10,"$5,157.02",PAID,29,Surgical Supplies,$327.14,$545.77,"$1,885.62","$3,271.40",36.56%
17014,10/11/2025,507,598,134,$351.29,DENIED,,Patient Care,$1.66,$2.69,$128.85,$222.44,36.68%
17015,4/10/2025,565,501,30,"$2,656.56",PAID,17,Lab Equipment,$59.32,$99.14,$876.96,"$1,779.60",33.01%
17016,6/16/2025,539,591,17,$905.22,PAID,44,Diagnostics,$42.06,$54.72,$190.20,$715.02,21.01%
17017,7/7/2025,635,343,13,"$1,007.59",PAID,7,Lab Equipment,$53.43,$89.43,$313.00,$694.59,31.06%
17018,12/7/2024,618,192,37,"$1,630.66",PAID,48,Diagnostics,$27.91,$46.18,$597.99,"$1,032.67",36.67%
17019,7/26/2025,549,190,144,"$1,317.09",PENDING,,Patient Care,$7.36,$10.61,$257.25,"$1,059.84",19.53%
17020,10/6/2025,681,643,22,$405.51,PAID,10,Lab Equipment,$15.27,$19.91,$69.57,$335.94,17.16%
17021,4/30/2025,558,359,24,$544.99,PAID,56,Lab Equipment,$15.88,$23.04,$163.87,$381.12,30.07%
17022,2/10/2024,651,624,2,"$1,132.29",PAID,48,Surgical Supplies,$371.71,$620.94,$388.87,$743.42,34.34%
17023,6/2/2024,625,459,1,$229.95,PAID,52,Surgical Supplies,$169.64,$253.23,$60.31,$169.64,26.23%
17024,1/21/2024,547,325,79,$174.54,OVERDUE,,Personal Protective Equipment,$1.64,$2.59,$44.98,$129.56,25.77%
17025,12/17/2024,670,460,426,$970.08,PAID,33,Patient Care,$1.79,$2.41,$207.54,$762.54,21.39%
17026,8/8/2024,563,247,192,"$2,721.42",OVERDUE,,Patient Care,$9.06,$14.20,$981.90,"$1,739.52",36.08%
17027,4/9/2024,591,348,28,"$1,328.09",PAID,52,Lab Equipment,$39.95,$55.50,$209.49,"$1,118.60",15.77%
17028,5/12/2025,600,144,5,"$1,820.04",PAID,50,Surgical Supplies,$244.89,$366.51,$595.59,"$1,224.45",32.72%
17029,9/3/2024,573,274,14,$281.14,PAID,3,Diagnostics,$15.18,$22.18,$68.62,$212.52,24.41%
17030,11/21/2025,502,210,1,$531.86,PAID,32,Surgical Supplies,$449.50,$603.68,$82.36,$449.50,15.49%
17031,10/12/2025,661,355,2,$490.06,DENIED,,Surgical Supplies,$188.79,$272.99,$112.48,$377.58,22.95%
17032,8/23/2024,527,606,260,"$1,018.60",PENDING,,Patient Care,$2.47,$4.08,$376.40,$642.20,36.95%
17033,5/31/2024,559,173,1,$401.97,PAID,31,Surgical Supplies,$313.19,$413.43,$88.78,$313.19,22.09%
17034,10/8/2024,521,472,275,"$3,837.42",PAID,50,Personal Protective Equipment,$11.14,$15.24,$773.92,"$3,063.50",20.17%
17035,6/7/2025,501,107,1,$594.28,PAID,49,Surgical Supplies,$435.39,$623.59,$158.89,$435.39,26.74%
17036,7/1/2024,621,498,208,"$2,441.47",PAID,32,Personal Protective Equipment,$8.93,$13.11,$584.03,"$1,857.44",23.92%
17037,9/25/2024,532,262,35,"$1,816.38",PAID,11,Diagnostics,$34.94,$59.07,$593.48,"$1,222.90",32.67%
17038,6/8/2024,597,583,45,"$2,788.39",PAID,9,Lab Equipment,$37.61,$62.45,"$1,095.94","$1,692.45",39.30%
17039,4/21/2024,601,117,4,"$2,224.00",OVERDUE,,Surgical Supplies,$344.49,$577.36,$846.04,"$1,377.96",38.04%
17040,2/28/2024,510,575,1,$310.67,PAID,18,Surgical Supplies,$255.30,$341.41,$55.37,$255.30,17.82%
17041,10/19/2025,660,309,12,$993.83,OVERDUE,,Diagnostics,$58.99,$97.26,$285.95,$707.88,28.77%
17042,11/21/2025,533,307,40,$761.65,DENIED,,Diagnostics,$15.12,$19.78,$156.85,$604.80,20.59%
17043,12/17/2024,621,638,245,"$3,173.08",PAID,36,Personal Protective Equipment,$8.93,$13.11,$985.23,"$2,187.85",31.05%
17044,12/11/2025,594,255,59,$129.45,PAID,23,Personal Protective Equipment,$1.60,$2.50,$35.05,$94.40,27.08%
17045,9/25/2025,682,568,34,"$2,968.00",PAID,54,Lab Equipment,$56.96,$89.66,"$1,031.36","$1,936.64",34.75%
17046,6/23/2025,678,202,25,"$1,681.58",DENIED,,Diagnostics,$47.78,$69.51,$487.08,"$1,194.50",28.97%
17047,4/15/2025,519,275,46,"$2,016.82",PAID,23,Diagnostics,$36.56,$48.52,$335.06,"$1,681.76",16.61%
17048,7/31/2025,581,311,13,"$1,248.16",PAID,20,Diagnostics,$60.54,$99.47,$461.14,$787.02,36.95%
17049,6/11/2024,550,379,3,$967.30,PAID,13,Surgical Supplies,$262.73,$378.42,$179.11,$788.19,18.52%
17050,5/6/2025,661,204,1,$240.22,DENIED,,Surgical Supplies,$188.79,$272.99,$51.43,$188.79,21.41%
17051,10/8/2025,508,569,269,"$2,583.56",PAID,23,Patient Care,$6.17,$10.04,$923.83,"$1,659.73",35.76%
17052,7/24/2024,502,299,1,$571.74,PAID,29,Surgical Supplies,$449.50,$603.68,$122.24,$449.50,21.38%
17053,8/31/2024,561,560,483,"$5,841.51",PAID,12,Patient Care,$8.25,$12.32,"$1,856.76","$3,984.75",31.79%
17054,11/21/2024,569,464,20,$649.42,PAID,35,Lab Equipment,$21.45,$35.87,$220.42,$429.00,33.94%
17055,9/28/2025,598,550,14,$805.40,PAID,45,Diagnostics,$43.35,$61.73,$198.50,$606.90,24.65%
17056,4/19/2024,635,293,16,"$1,341.73",PAID,13,Lab Equipment,$53.43,$89.43,$486.85,$854.88,36.29%
17057,1/3/2025,565,478,48,"$4,177.41",DENIED,,Lab Equipment,$59.32,$99.14,"$1,330.05","$2,847.36",31.84%
17058,12/7/2025,525,643,286,"$1,897.84",PAID,2,Personal Protective Equipment,$5.40,$7.05,$353.44,"$1,544.40",18.62%
17059,4/16/2025,607,439,377,$529.82,DENIED,,Patient Care,$0.91,$1.48,$186.75,$343.07,35.25%
17060,7/3/2024,633,585,347,"$1,189.13",PAID,38,Personal Protective Equipment,$2.59,$3.84,$290.40,$898.73,24.42%
17061,5/9/2024,584,319,39,"$2,468.02",DENIED,,Diagnostics,$43.35,$70.38,$777.37,"$1,690.65",31.50%
17062,10/4/2025,634,630,16,$921.13,PAID,59,Diagnostics,$43.61,$60.86,$223.37,$697.76,24.25%
17063,12/21/2024,505,331,32,"$1,628.05",PAID,43,Lab Equipment,$38.30,$52.36,$402.45,"$1,225.60",24.72%
17064,12/8/2024,634,377,18,"$1,001.99",PAID,15,Diagnostics,$43.61,$60.86,$217.01,$784.98,21.66%
17065,9/16/2025,572,436,393,"$3,715.98",PAID,45,Personal Protective Equipment,$6.82,$10.21,"$1,035.72","$2,680.26",27.87%
17066,10/28/2024,546,399,315,"$3,879.22",PAID,49,Patient Care,$8.82,$14.24,"$1,100.92","$2,778.30",28.38%
17067,3/25/2025,671,538,378,$902.34,DENIED,,Personal Protective Equipment,$1.94,$2.71,$169.02,$733.32,18.73%
17068,1/14/2024,568,441,3,$782.28,PAID,46,Surgical Supplies,$177.57,$274.30,$249.57,$532.71,31.90%
17069,8/30/2025,511,140,265,"$1,380.24",PAID,3,Patient Care,$3.30,$5.24,$505.74,$874.50,36.64%
17070,6/12/2024,604,647,1,$210.23,OVERDUE,,Surgical Supplies,$144.13,$211.92,$66.10,$144.13,31.44%
17071,10/14/2024,657,586,2,$896.42,PAID,14,Surgical Supplies,$356.31,$509.76,$183.80,$712.62,20.50%
17072,9/23/2024,512,293,491,"$6,659.54",OVERDUE,,Patient Care,$10.56,$15.24,"$1,474.58","$5,184.96",22.14%
17073,8/5/2024,639,645,17,$439.04,PAID,56,Lab Equipment,$20.92,$28.29,$83.40,$355.64,19.00%
17074,12/22/2025,566,153,116,$415.46,OVERDUE,,Personal Protective Equipment,$2.72,$3.75,$99.94,$315.52,24.06%
17075,11/24/2024,572,596,405,"$3,983.95",OVERDUE,,Personal Protective Equipment,$6.82,$10.21,"$1,221.85","$2,762.10",30.67%
17076,6/25/2024,594,481,151,$370.77,OVERDUE,,Personal Protective Equipment,$1.60,$2.50,$129.17,$241.60,34.84%
17077,6/12/2024,674,333,23,"$2,128.40",PAID,35,Diagnostics,$69.49,$96.97,$530.13,"$1,598.27",24.91%
17078,3/10/2025,582,548,327,"$2,108.76",PAID,22,Patient Care,$4.80,$6.61,$539.16,"$1,569.60",25.57%
17079,3/24/2024,506,362,398,"$5,012.34",PENDING,,Personal Protective Equipment,$9.88,$13.61,"$1,080.10","$3,932.24",21.55%
17080,11/29/2025,634,272,12,$627.93,PAID,53,Diagnostics,$43.61,$60.86,$104.61,$523.32,16.66%
17081,11/17/2024,568,288,1,$247.48,PAID,56,Surgical Supplies,$177.57,$274.30,$69.91,$177.57,28.25%
17082,10/10/2024,531,282,122,$162.15,DENIED,,Personal Protective Equipment,$0.91,$1.44,$51.13,$111.02,31.53%
17083,4/21/2024,570,105,169,"$1,768.39",PAID,49,Patient Care,$7.35,$12.25,$526.24,"$1,242.15",29.76%
17084,1/23/2025,681,617,27,$471.25,DENIED,,Lab Equipment,$15.27,$19.91,$58.96,$412.29,12.51%
17085,5/12/2024,595,322,163,"$2,718.56",PAID,58,Personal Protective Equipment,$10.99,$16.89,$927.19,"$1,791.37",34.11%
17086,1/29/2025,612,232,2,"$1,133.28",DENIED,,Surgical Supplies,$473.40,$649.01,$186.48,$946.80,16.45%
17087,8/27/2025,564,625,31,"$2,673.28",PAID,50,Lab Equipment,$58.84,$96.19,$849.24,"$1,824.04",31.77%
17088,9/11/2025,646,202,12,$576.68,PAID,53,Lab Equipment,$40.46,$53.64,$91.16,$485.52,15.81%
17089,7/10/2024,634,416,48,"$2,810.96",PAID,38,Diagnostics,$43.61,$60.86,$717.68,"$2,093.28",25.53%
17090,3/2/2025,578,188,22,"$1,723.07",PAID,4,Diagnostics,$59.33,$83.60,$417.81,"$1,305.26",24.25%
17091,12/28/2025,682,474,37,"$2,930.23",DENIED,,Lab Equipment,$56.96,$89.66,$822.71,"$2,107.52",28.08%
17092,1/8/2024,565,520,36,"$3,318.45",DENIED,,Lab Equipment,$59.32,$99.14,"$1,182.93","$2,135.52",35.65%
17093,6/11/2025,536,160,44,"$3,968.79",PAID,13,Diagnostics,$68.20,$98.92,$967.99,"$3,000.80",24.39%
17094,12/21/2024,586,325,43,"$4,583.45",PAID,5,Lab Equipment,$72.41,$112.59,"$1,469.82","$3,113.63",32.07%
17095,11/8/2024,642,117,1,$322.33,PAID,12,Surgical Supplies,$217.95,$322.83,$104.38,$217.95,32.38%
17096,10/4/2024,545,261,497,"$1,387.33",OVERDUE,,Patient Care,$1.89,$3.20,$448.00,$939.33,32.29%
17097,4/22/2025,632,370,1,$424.92,PAID,52,Surgical Supplies,$304.64,$433.54,$120.28,$304.64,28.31%
17098,2/21/2024,555,150,1,$583.55,PAID,32,Surgical Supplies,$370.96,$591.84,$212.59,$370.96,36.43%
17099,2/29/2024,667,257,40,"$1,452.17",PAID,29,Diagnostics,$29.46,$42.26,$273.77,"$1,178.40",18.85%
17100,5/5/2024,526,482,193,"$3,021.58",DENIED,,Patient Care,$10.83,$16.53,$931.39,"$2,090.19",30.82%
17100,5/5/2024,526,482,193,"$3,021.58",DENIED,,Patient Care,$10.83,$16.53,$931.39,"$2,090.19",30.82%
17101,11/1/2025,595,465,201,"$3,223.01",PAID,17,Personal Protective Equipment,$10.99,$16.89,"$1,014.02","$2,208.99",31.46%
17102,10/17/2025,522,394,19,$847.48,PAID,49,Lab Equipment,$32.15,$46.02,$236.63,$610.85,27.92%
17103,11/28/2025,506,645,363,"$4,304.41",PAID,7,Personal Protective Equipment,$9.88,$13.61,$717.97,"$3,586.44",16.68%
17104,1/5/2024,605,418,13,$937.52,PAID,4,Diagnostics,$49.04,$72.37,$300.00,$637.52,32.00%
17105,3/15/2025,616,219,77,$179.03,OVERDUE,,Personal Protective Equipment,$1.42,$2.33,$69.69,$109.34,38.93%
17106,10/4/2025,596,358,440,"$1,269.50",PAID,39,Personal Protective Equipment,$1.95,$3.13,$411.50,$858.00,32.41%
17107,3/27/2024,632,413,1,$383.20,PAID,43,Surgical Supplies,$304.64,$433.54,$78.56,$304.64,20.50%
17108,11/24/2024,534,222,27,"$1,661.95",PAID,36,Diagnostics,$52.34,$71.97,$248.77,"$1,413.18",14.97%
17109,9/11/2025,652,194,284,"$1,795.45",PAID,54,Personal Protective Equipment,$4.38,$6.44,$551.53,"$1,243.92",30.72%
17110,6/3/2024,593,133,10,$601.52,PAID,4,Diagnostics,$40.68,$67.40,$194.72,$406.80,32.37%
17111,12/5/2024,521,550,69,$985.63,PAID,59,Personal Protective Equipment,$11.14,$15.24,$216.97,$768.66,22.01%
17112,5/18/2025,601,517,2,"$1,140.35",PAID,59,Surgical Supplies,$344.49,$577.36,$451.37,$688.98,39.58%
17113,3/9/2024,558,222,13,$260.82,PAID,34,Lab Equipment,$15.88,$23.04,$54.38,$206.44,20.85%
17114,9/16/2024,612,546,1,$553.76,PAID,36,Surgical Supplies,$473.40,$649.01,$80.36,$473.40,14.51%
17115,9/4/2025,541,628,453,"$1,480.52",PAID,50,Patient Care,$2.06,$3.39,$547.34,$933.18,36.97%
17116,10/6/2025,549,606,322,"$3,225.07",OVERDUE,,Patient Care,$7.36,$10.61,$855.15,"$2,369.92",26.52%
17117,4/10/2025,552,202,47,"$2,087.44",PAID,13,Diagnostics,$34.38,$47.83,$471.58,"$1,615.86",22.59%
17118,3/7/2025,525,278,94,$633.49,PAID,52,Personal Protective Equipment,$5.40,$7.05,$125.89,$507.60,19.87%
17119,3/6/2025,539,531,38,"$1,971.58",PAID,16,Diagnostics,$42.06,$54.72,$373.30,"$1,598.28",18.93%
17120,5/5/2025,543,146,15,$923.88,PAID,11,Diagnostics,$43.16,$68.18,$276.48,$647.40,29.93%
17121,12/13/2025,509,453,137,$292.45,PAID,37,Personal Protective Equipment,$1.66,$2.22,$65.03,$227.42,22.24%
17122,5/1/2024,645,604,3,$988.14,PAID,38,Surgical Supplies,$209.15,$329.51,$360.69,$627.45,36.50%
17123,10/16/2025,639,400,16,$389.16,PAID,7,Lab Equipment,$20.92,$28.29,$54.44,$334.72,13.99%
17124,11/3/2025,634,275,47,"$2,664.77",DENIED,,Diagnostics,$43.61,$60.86,$615.10,"$2,049.67",23.08%
17125,9/14/2024,638,160,2,$330.95,PAID,33,Surgical Supplies,$120.76,$177.64,$89.43,$241.52,27.02%
17126,4/19/2025,679,243,73,$907.42,PAID,51,Personal Protective Equipment,$8.77,$12.53,$267.21,$640.21,29.45%
17127,7/14/2025,659,584,93,$756.65,DENIED,,Patient Care,$6.09,$9.37,$190.28,$566.37,25.15%
17128,9/7/2025,650,422,2,"$1,094.53",PAID,40,Surgical Supplies,$447.19,$629.64,$200.15,$894.38,18.29%
17129,3/23/2024,523,461,189,$841.91,PAID,58,Personal Protective Equipment,$3.19,$4.47,$239.00,$602.91,28.39%
17130,6/24/2025,607,461,317,$460.54,PAID,48,Patient Care,$0.91,$1.48,$172.07,$288.47,37.36%
17131,12/1/2025,593,341,34,"$2,123.27",PAID,43,Diagnostics,$40.68,$67.40,$740.15,"$1,383.12",34.86%
17132,3/21/2024,556,293,13,$621.41,PAID,39,Lab Equipment,$35.37,$48.40,$161.60,$459.81,26.01%
17133,11/5/2024,625,108,3,$709.53,PAID,27,Surgical Supplies,$169.64,$253.23,$200.61,$508.92,28.27%
17134,12/21/2024,585,110,37,$837.62,PAID,6,Diagnostics,$16.91,$22.68,$211.95,$625.67,25.30%
17135,10/21/2024,555,606,1,$528.57,PAID,44,Surgical Supplies,$370.96,$591.84,$157.61,$370.96,29.82%
17136,8/24/2024,604,117,2,$388.36,PAID,28,Surgical Supplies,$144.13,$211.92,$100.10,$288.26,25.78%
17137,9/9/2025,586,168,44,"$4,331.32",PAID,59,Lab Equipment,$72.41,$112.59,"$1,145.28","$3,186.04",26.44%
17138,7/16/2024,617,206,37,"$1,199.51",PAID,57,Diagnostics,$21.47,$33.10,$405.12,$794.39,33.77%
17139,5/19/2024,579,163,22,$888.57,PAID,12,Diagnostics,$32.66,$44.06,$170.05,$718.52,19.14%
17140,9/14/2025,560,392,1,$275.42,PAID,55,Surgical Supplies,$165.10,$280.28,$110.32,$165.10,40.06%
17141,1/23/2025,682,536,36,"$2,857.08",DENIED,,Lab Equipment,$56.96,$89.66,$806.52,"$2,050.56",28.23%
17142,6/6/2024,584,344,45,"$3,029.34",DENIED,,Diagnostics,$43.35,$70.38,"$1,078.59","$1,950.75",35.60%
17143,11/22/2025,520,492,419,"$3,707.42",DENIED,,Patient Care,$6.08,$9.27,"$1,159.90","$2,547.52",31.29%
17144,9/4/2024,545,646,143,$415.45,OVERDUE,,Patient Care,$1.89,$3.20,$145.18,$270.27,34.95%
17145,2/5/2025,502,423,3,"$1,670.63",PAID,25,Surgical Supplies,$449.50,$603.68,$322.13,"$1,348.50",19.28%
17146,1/28/2025,671,408,414,"$1,106.41",PAID,52,Personal Protective Equipment,$1.94,$2.71,$303.25,$803.16,27.41%
17147,11/5/2025,660,536,32,"$2,914.49",DENIED,,Diagnostics,$58.99,$97.26,"$1,026.81","$1,887.68",35.23%
17148,3/5/2024,536,644,44,"$4,091.85",DENIED,,Diagnostics,$68.20,$98.92,"$1,091.05","$3,000.80",26.66%
17149,3/10/2024,545,154,305,$830.25,PAID,32,Patient Care,$1.89,$3.20,$253.80,$576.45,30.57%
17150,11/9/2024,624,548,1,$534.24,OVERDUE,,Surgical Supplies,$447.47,$595.87,$86.77,$447.47,16.24%
17151,3/25/2025,546,160,195,"$2,417.02",DENIED,,Patient Care,$8.82,$14.24,$697.12,"$1,719.90",28.84%
17152,5/18/2024,581,156,20,"$1,895.71",PAID,50,Diagnostics,$60.54,$99.47,$684.91,"$1,210.80",36.13%
17153,12/13/2025,566,402,103,$383.09,OVERDUE,,Personal Protective Equipment,$2.72,$3.75,$102.93,$280.16,26.87%
17154,7/15/2024,528,530,2,$603.67,PAID,48,Surgical Supplies,$213.55,$311.65,$176.57,$427.10,29.25%
17155,9/7/2025,633,530,362,"$1,249.95",OVERDUE,,Personal Protective Equipment,$2.59,$3.84,$312.37,$937.58,24.99%
17156,6/9/2024,548,571,41,$973.04,PAID,53,Lab Equipment,$16.06,$24.69,$314.58,$658.46,32.33%
17157,8/29/2024,616,176,389,$878.06,PAID,44,Personal Protective Equipment,$1.42,$2.33,$325.68,$552.38,37.09%
17158,4/5/2025,540,585,37,"$3,094.62",PAID,47,Lab Equipment,$65.43,$91.11,$673.71,"$2,420.91",21.77%
17159,3/7/2024,516,472,65,$605.90,PENDING,,Patient Care,$7.04,$10.24,$148.30,$457.60,24.48%
17160,9/24/2025,589,476,258,$428.73,PAID,26,Patient Care,$1.28,$1.70,$98.49,$330.24,22.97%
17161,10/13/2025,640,617,4,"$1,476.28",PAID,32,Surgical Supplies,$259.06,$407.45,$440.04,"$1,036.24",29.81%
17162,8/21/2024,567,491,3,"$2,007.33",PAID,46,Surgical Supplies,$477.06,$738.28,$576.15,"$1,431.18",28.70%
17163,12/7/2024,664,274,44,"$1,336.53",PAID,48,Lab Equipment,$20.48,$33.00,$435.41,$901.12,32.58%
17164,9/24/2024,611,420,199,"$3,062.72",PAID,22,Personal Protective Equipment,$11.69,$15.87,$736.41,"$2,326.31",24.04%
17165,1/29/2024,617,358,22,$705.56,PAID,8,Diagnostics,$21.47,$33.10,$233.22,$472.34,33.05%
17166,11/6/2025,647,313,498,"$2,034.56",DENIED,,Personal Protective Equipment,$2.76,$4.61,$660.08,"$1,374.48",32.44%
17167,1/3/2024,520,357,57,$493.86,PAID,23,Patient Care,$6.08,$9.27,$147.30,$346.56,29.83%
17168,11/23/2025,660,527,22,"$2,030.96",PAID,22,Diagnostics,$58.99,$97.26,$733.18,"$1,297.78",36.10%
17169,2/21/2024,637,371,130,"$2,461.31",PAID,4,Personal Protective Equipment,$11.85,$19.79,$920.81,"$1,540.50",37.41%
17170,1/24/2025,657,140,1,$444.24,PAID,13,Surgical Supplies,$356.31,$509.76,$87.93,$356.31,19.79%
17171,4/2/2024,618,154,13,$553.58,PAID,16,Diagnostics,$27.91,$46.18,$190.75,$362.83,34.46%
17172,11/18/2024,560,464,1,$277.95,OVERDUE,,Surgical Supplies,$165.10,$280.28,$112.85,$165.10,40.60%
17173,6/23/2025,562,134,40,$892.86,PAID,58,Lab Equipment,$15.78,$25.18,$261.66,$631.20,29.31%
17174,7/30/2025,538,411,10,$916.82,PAID,19,Lab Equipment,$70.97,$102.23,$207.12,$709.70,22.59%
17175,12/15/2025,674,497,25,"$2,379.82",PAID,14,Diagnostics,$69.49,$96.97,$642.57,"$1,737.25",27.00%
17176,5/28/2024,638,165,1,$156.81,PAID,42,Surgical Supplies,$120.76,$177.64,$36.05,$120.76,22.99%
17177,10/10/2025,590,436,42,"$3,068.77",PAID,24,Diagnostics,$57.87,$82.38,$638.23,"$2,430.54",20.80%
17178,5/7/2025,641,324,420,"$6,840.43",OVERDUE,,Patient Care,$11.59,$17.07,"$1,972.63","$4,867.80",28.84%
17179,6/24/2024,675,282,10,"$2,706.80",PAID,14,Surgical Supplies,$191.25,$300.81,$794.30,"$1,912.50",29.34%
17180,11/19/2024,658,383,3,"$1,203.81",PAID,3,Surgical Supplies,$349.59,$454.72,$155.04,"$1,048.77",12.88%
17181,11/5/2025,587,378,1,$460.29,PAID,49,Surgical Supplies,$302.85,$474.19,$157.44,$302.85,34.20%
17182,7/25/2025,662,477,174,"$1,130.03",PAID,26,Personal Protective Equipment,$3.98,$6.69,$437.51,$692.52,38.72%
17183,6/26/2024,522,645,21,$890.29,PENDING,,Lab Equipment,$32.15,$46.02,$215.14,$675.15,24.17%
17184,12/10/2025,519,641,46,"$2,229.58",PAID,27,Diagnostics,$36.56,$48.52,$547.82,"$1,681.76",24.57%
17185,10/9/2025,638,296,2,$338.20,DENIED,,Surgical Supplies,$120.76,$177.64,$96.68,$241.52,28.59%
17186,5/27/2025,547,542,62,$158.98,OVERDUE,,Personal Protective Equipment,$1.64,$2.59,$57.30,$101.68,36.04%
17187,5/3/2024,514,302,2,$739.67,PAID,15,Surgical Supplies,$280.75,$378.21,$178.17,$561.50,24.09%
17188,8/4/2025,652,476,59,$375.07,PAID,12,Personal Protective Equipment,$4.38,$6.44,$116.65,$258.42,31.10%
17189,8/26/2025,590,216,16,"$1,240.67",PAID,35,Diagnostics,$57.87,$82.38,$314.75,$925.92,25.37%
17190,4/21/2025,568,558,1,$266.63,DENIED,,Surgical Supplies,$177.57,$274.30,$89.06,$177.57,33.40%
17191,3/15/2025,557,519,36,"$3,174.18",PAID,5,Diagnostics,$67.62,$103.27,$739.86,"$2,434.32",23.31%
17192,10/11/2024,518,407,60,$567.83,OVERDUE,,Personal Protective Equipment,$7.00,$9.58,$147.83,$420.00,26.03%
17193,5/8/2025,584,429,10,$693.33,PAID,12,Diagnostics,$43.35,$70.38,$259.83,$433.50,37.48%
17194,8/25/2024,562,570,31,$731.71,PAID,12,Lab Equipment,$15.78,$25.18,$242.53,$489.18,33.15%
17195,2/21/2025,644,511,18,"$1,764.88",PAID,23,Diagnostics,$66.68,$112.01,$564.64,"$1,200.24",31.99%
17196,4/4/2025,626,248,441,"$3,477.74",PAID,17,Personal Protective Equipment,$6.01,$8.89,$827.33,"$2,650.41",23.79%
17197,4/26/2025,557,255,29,"$2,973.73",PAID,41,Diagnostics,$67.62,$103.27,"$1,012.75","$1,960.98",34.06%
17198,8/6/2024,554,547,32,"$1,769.63",PAID,42,Lab Equipment,$42.70,$61.63,$403.23,"$1,366.40",22.79%
17199,7/16/2024,615,339,30,"$1,480.20",PENDING,,Diagnostics,$36.67,$55.26,$380.10,"$1,100.10",25.68%
17200,7/5/2024,615,627,16,$815.49,PAID,48,Diagnostics,$36.67,$55.26,$228.77,$586.72,28.05%
17200,7/5/2024,615,627,16,$815.49,PAID,48,Diagnostics,$36.67,$55.26,$228.77,$586.72,28.05%
17201,3/2/2024,617,268,24,$763.12,PAID,15,Diagnostics,$21.47,$33.10,$247.84,$515.28,32.48%
17202,8/27/2024,642,393,2,$623.70,PAID,41,Surgical Supplies,$217.95,$322.83,$187.80,$435.90,30.11%
17203,12/23/2025,561,373,421,"$4,981.56",PENDING,,Patient Care,$8.25,$12.32,"$1,508.31","$3,473.25",30.28%
17204,3/12/2025,507,355,142,$347.44,OVERDUE,,Patient Care,$1.66,$2.69,$111.72,$235.72,32.16%
17205,6/5/2024,647,454,439,"$1,889.42",DENIED,,Personal Protective Equipment,$2.76,$4.61,$677.78,"$1,211.64",35.87%
